trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
270	go	8	go_nogo	0	0	55	0.892487	612.522418	1698.194201	686.309932	57079.062735	8747.729678
271	go	8	go_nogo	0	0	48	0.776668	603.048406	2556.548424	776.455443	57569.922436	11577.001440
272	go	8	go_nogo	0	0	47	0.761485	600.583657	2144.132206	788.700782	70407.374455	10379.578210
273	nogo	8	go_nogo	0	0	37	0.592801	519.171900	2573.604726	875.795018	62355.068708	11018.560186
274	go	8	go_nogo	0	0	41	0.658901	596.840752	2274.410656	905.813034	50086.010510	12901.173112
275	go	8	go_nogo	0	0	44	0.709808	642.954091	2313.387693	905.813967	61142.452281	9807.366585
276	nogo	8	go_nogo	0	0	36	0.578105	417.283840	1606.354098	721.813359	81121.466246	9668.035313
277	go	8	go_nogo	0	0	48	0.779049	580.812197	1853.989009	745.540295	53205.428122	9893.074169
278	go	8	go_nogo	0	0	60	0.976527	614.804627	1395.107247	629.583147	66983.252098	10026.425681
279	go	8	go_nogo	0	0	46	0.743898	583.078471	2217.819308	783.815607	51189.327467	11461.696277
280	go	8	go_nogo	0	0	53	0.859900	611.302788	1949.133295	710.899693	78610.314980	12991.225395
281	go	8	go_nogo	0	0	48	0.777494	633.663184	1964.299302	815.006960	58262.136408	10108.376147
282	nogo	8	go_nogo	0	0	47	0.761040	403.138014	2108.375681	529.720015	94138.166096	9404.267995
283	go	8	go_nogo	0	0	48	0.777031	596.776208	2819.047440	768.021402	105468.042983	16898.376609
284	go	8	go_nogo	0	0	58	0.944420	589.736850	1542.856698	624.443217	41980.923783	8719.103855
285	go	8	go_nogo	0	0	51	0.826592	618.373801	1517.316697	748.100756	58286.075641	8125.741694
286	nogo	8	go_nogo	0	0	39	0.626751	485.262864	2021.315329	774.251934	48400.132243	10085.364253
287	go	8	go_nogo	0	0	42	0.678217	589.246250	2086.310458	868.816819	72695.311826	11894.123593
288	go	8	go_nogo	0	0	51	0.828273	620.610237	2017.275443	749.282588	58102.360606	10396.043897
289	nogo	8	go_nogo	0	0	39	0.626448	522.563870	2345.353710	834.169588	68416.572766	9672.909082
290	go	8	go_nogo	0	0	41	0.658758	547.542614	2011.143705	831.174518	112474.981424	10605.353449
291	go	8	go_nogo	0	0	52	0.844528	622.460346	2579.874152	737.051513	54685.253587	9976.938693
292	nogo	8	go_nogo	0	0	56	0.911204	536.705144	1994.794868	589.006700	120971.440980	8994.296796
293	go	8	go_nogo	0	0	53	0.861519	598.523356	1830.828515	694.730303	54341.211586	9510.431385
294	go	8	go_nogo	0	0	62	1.011735	584.008072	1715.934252	577.234286	72707.132513	11072.091791
295	go	8	go_nogo	0	0	71	1.160532	635.010760	2287.107762	547.172313	75654.354515	10512.281058
296	go	8	go_nogo	0	0	50	0.809725	550.680284	2598.641386	680.083179	123282.537660	9271.773598
297	nogo	8	go_nogo	0	0	36	0.577740	395.616237	1837.424368	684.764709	55481.150676	12762.186557
298	go	8	go_nogo	0	0	55	0.892794	624.875448	1290.476255	699.909922	45889.253439	10211.370166
299	go	8	go_nogo	0	0	42	0.678344	607.693070	1799.733343	895.847933	89099.763952	10807.989903
300	go	8	go_nogo	0	0	39	0.628333	584.431503	1880.966851	930.130947	62640.817835	14112.220434
301	go	8	go_nogo	0	0	41	0.660692	584.602879	2156.050856	884.834068	61432.519947	13891.606517
302	go	8	go_nogo	0	0	42	0.678061	594.986297	2028.914268	877.482480	41575.014601	10419.585619
303	go	8	go_nogo	0	0	42	0.677815	609.192687	2258.741739	898.759922	49420.837701	12326.604669
304	go	8	go_nogo	0	0	70	1.145535	611.928270	1554.247422	534.185526	68316.612087	8604.949423
305	go	8	go_nogo	0	0	48	0.777631	594.209030	2874.827198	764.127338	118853.118085	13640.850707
306	go	8	go_nogo	0	0	35	0.561044	597.407550	2240.594744	1064.814837	105805.233066	13734.137854
307	go	8	go_nogo	0	0	39	0.627538	622.220941	2182.233270	991.527270	85751.692438	11841.240928
308	go	8	go_nogo	0	0	47	0.761265	620.984369	1859.011293	815.727369	51148.517558	9961.707758
309	nogo	8	go_nogo	0	0	38	0.611103	416.502881	1587.546389	681.558769	96015.917825	12124.159488
310	go	8	go_nogo	0	0	44	0.711028	581.515276	2662.558925	817.851443	62818.892997	9883.833473
311	go	8	go_nogo	0	0	46	0.743912	630.960638	2042.272405	848.166036	65835.191614	8968.241440
312	go	8	go_nogo	0	0	43	0.694616	603.761320	2942.470465	869.201573	67885.298732	11566.917916
313	go	9	go_only	0	0	47	0.761933	623.732286	2359.285292	818.618393	100176.151858	10387.332128
314	go	9	go_only	0	0	52	0.845110	614.279636	2145.969869	726.863700	55174.682147	9048.798839
315	go	9	go_only	0	0	37	0.594060	583.454515	2713.894915	982.147451	62751.150379	13417.276396
316	go	9	go_only	0	0	37	0.594085	594.869374	3004.645749	1001.320474	74968.607118	13210.942932
317	go	9	go_only	0	0	49	0.794389	580.913420	2031.828570	731.271093	56050.801651	10528.063694
318	go	9	go_only	0	0	35	0.562536	597.892276	3297.355833	1062.851958	73869.727050	13506.014686
319	go	9	go_only	0	0	47	0.760811	608.851224	2287.655015	800.266169	54000.297131	10554.509672
320	go	9	go_only	0	0	45	0.728468	619.346914	1892.546799	850.205046	101375.438421	11283.251259
321	go	9	go_only	0	0	43	0.691935	576.919240	1935.823756	833.776520	51109.127530	8238.675153
322	go	9	go_only	0	0	36	0.578325	557.422046	2365.513281	963.856210	134484.028474	15953.291445
323	go	9	go_only	0	0	50	0.809947	557.721337	1818.013101	688.590256	48103.438903	11797.283980
324	go	9	go_only	0	0	48	0.778567	616.411215	2344.021225	791.725737	55370.371519	10933.379730
325	go	9	go_only	0	0	37	0.593998	610.670132	2588.918756	1028.068002	59682.289962	13273.545939
326	go	9	go_only	0	0	40	0.645825	627.096227	2646.513746	971.000687	56252.039567	11100.507868
327	go	9	go_only	0	0	48	0.777654	624.123110	2220.316574	802.571825	103832.286625	9215.220781
328	go	9	go_only	0	0	38	0.612156	626.124749	3031.554339	1022.818268	94979.293447	13001.715761
329	go	9	go_only	0	0	38	0.611241	652.024913	2623.821138	1066.723829	64212.145780	13783.738683
330	go	9	go_only	0	0	40	0.644224	611.969855	1977.212548	949.933781	39408.729768	10892.730335
331	go	10	go_nogo	0	0	42	0.676711	626.149084	1987.994233	925.283126	74413.741084	12144.211574
332	go	10	go_nogo	0	0	41	0.661896	652.785056	2482.343178	986.235530	73356.564764	12342.975949
333	go	10	go_nogo	0	0	45	0.727248	623.281445	2003.081095	857.041362	42517.735061	8687.861582
334	go	10	go_nogo	0	0	43	0.694487	606.489840	2174.560194	873.291351	91631.357401	19527.705329
335	nogo	10	go_nogo	0	0	42	0.675695	475.857185	1994.292855	704.248910	46492.838171	8633.780130
336	go	10	go_nogo	0	0	38	0.611532	615.198660	2517.301418	1005.996681	69137.025874	12476.192551
337	go	10	go_nogo	0	0	46	0.744076	603.595893	1848.463467	811.202374	47644.516243	9473.766517
338	go	10	go_nogo	0	0	59	0.960952	595.839060	1364.127285	620.050868	39721.036305	9643.204747
339	go	10	go_nogo	0	0	47	0.760855	605.374714	1653.225075	795.651092	30728.890410	9549.825574
341	nogo	10	go_nogo	0	0	41	0.660789	546.759215	2409.848982	827.434144	98431.485597	12969.028238
343	go	10	go_nogo	0	0	37	0.594575	611.082778	2327.547794	1027.764687	57655.154611	12939.131283
344	go	10	go_nogo	0	0	45	0.729658	628.416411	1778.110273	861.248241	69488.068518	10610.148227
345	go	10	go_nogo	0	0	47	0.762247	639.237035	2032.278809	838.621909	69796.330825	9110.290488
346	go	10	go_nogo	0	0	44	0.710894	617.092242	2123.098028	868.051237	88781.479422	13900.800479
348	go	10	go_nogo	0	0	43	0.694864	600.601649	2147.466844	864.344173	70242.143123	10861.898518
349	nogo	10	go_nogo	0	0	36	0.577332	368.573161	1627.676210	638.407420	89005.057001	12790.705719
350	go	10	go_nogo	0	0	41	0.661885	597.511855	2022.382991	902.742841	43381.120605	11323.631067
351	go	10	go_nogo	0	0	48	0.776053	594.144624	1904.415005	765.598295	42695.591984	8945.696347
352	go	10	go_nogo	0	0	36	0.576799	621.210221	2467.931243	1076.996009	59927.491698	13763.201588
353	go	10	go_nogo	0	0	42	0.678937	613.095939	2550.244944	903.023446	80364.464752	10922.891689
354	go	10	go_nogo	0	0	47	0.760608	577.365590	2397.217445	759.084598	57245.356112	10599.361965
355	go	10	go_nogo	0	0	53	0.860473	604.665985	2279.694093	702.713490	55776.407422	12126.068885
356	go	10	go_nogo	0	0	60	0.976595	615.258525	2923.364262	630.003892	86500.494948	9843.664336
357	nogo	10	go_nogo	0	0	35	0.560524	439.416670	1747.673778	783.938522	98728.696734	10310.076617
358	go	10	go_nogo	0	0	52	0.844206	602.144612	1738.910603	713.267730	39813.467314	9911.857632
359	go	10	go_nogo	0	0	55	0.894439	604.483361	2002.297372	675.824171	43054.684847	7185.776018
360	nogo	10	go_nogo	0	0	39	0.624844	424.834618	1613.266496	679.904984	63852.449419	7997.543130
361	go	10	go_nogo	0	0	56	0.909137	623.406893	1638.190548	685.712967	35083.955951	7699.119143
362	go	10	go_nogo	0	0	53	0.860716	582.066873	2726.679899	676.258921	74761.064920	9474.493723
363	go	10	go_nogo	0	0	46	0.745429	604.569524	2653.725235	811.035256	69936.251358	11697.372797
364	go	10	go_nogo	0	0	49	0.794146	609.965318	2224.537241	768.077342	93832.340001	9498.496634
365	go	10	go_nogo	0	0	54	0.875477	627.143713	1922.116574	716.345162	60867.227475	11508.277681
366	go	10	go_nogo	0	0	42	0.675470	594.077340	2811.529930	879.502705	67264.591407	12779.985928
367	go	10	go_nogo	0	0	49	0.793494	599.879043	2667.781554	755.997044	68366.210687	10163.391349
368	go	10	go_nogo	0	0	59	0.961469	586.618014	3087.855013	610.126874	87093.613111	9904.122369
369	go	10	go_nogo	0	0	58	0.942263	599.952556	2884.668340	636.714611	114889.540219	10246.082135
370	nogo	10	go_nogo	0	0	37	0.594236	486.766228	1889.356686	819.146036	51075.732222	10316.308691
371	go	10	go_nogo	0	0	39	0.627658	610.137025	2218.324940	972.085621	49183.299094	11196.404193
372	go	10	go_nogo	0	0	46	0.744448	601.427424	1829.201289	807.883943	71399.497719	11964.276863
373	go	10	go_nogo	0	0	35	0.561261	604.168001	2551.119582	1076.448460	54694.763350	13133.398088
374	go	10	go_nogo	0	0	44	0.710091	620.319197	3186.596845	873.577413	130050.966393	17433.503593
375	nogo	10	go_nogo	0	0	37	0.594245	454.302945	1902.203353	764.504576	82752.730263	9317.620455
376	go	10	go_nogo	0	0	54	0.875989	634.476966	2150.034295	724.297703	82099.510063	11512.251908
377	go	10	go_nogo	0	0	53	0.861890	605.548010	1794.240088	702.581710	39345.925243	8455.192196
378	nogo	10	go_nogo	0	0	39	0.625861	436.692503	2765.325690	697.746343	73171.456393	11502.174583
379	go	10	go_nogo	0	0	68	1.109894	610.444894	1325.716009	550.003076	29442.858964	6461.765764
380	go	10	go_nogo	0	0	38	0.609718	598.258350	2802.736578	981.205644	165238.157415	18123.650262
381	go	10	go_nogo	0	0	38	0.610460	589.249553	4717.884181	965.254661	140945.278575	19649.288050
382	nogo	10	go_nogo	0	0	48	0.776046	531.503827	2924.695735	684.887014	119671.224609	14205.275445
383	go	10	go_nogo	0	0	42	0.677122	610.603948	2030.656743	901.763032	54486.717716	10946.287362
384	nogo	10	go_nogo	0	0	38	0.609640	447.006071	1678.163553	733.229684	100130.920130	8304.655439
385	go	10	go_nogo	0	0	47	0.759495	628.685535	1443.354951	827.767730	79298.104214	10690.554431
386	go	10	go_nogo	0	0	43	0.693313	630.438813	1974.813338	909.313811	36721.165573	9941.189903
387	go	10	go_nogo	0	0	43	0.694067	567.763073	3072.399670	818.023437	67788.262718	10603.632539
388	nogo	10	go_nogo	0	0	38	0.609354	490.295610	2287.159682	804.615792	106792.840833	10781.100763
389	go	10	go_nogo	0	0	49	0.794479	597.740768	1704.185034	752.368336	64199.100628	9571.107878
390	nogo	10	go_nogo	0	0	39	0.627072	489.057429	2028.346449	779.906963	59356.508287	9058.183746
391	nogo	11	go_nogo	0	0	41	0.660772	495.605194	2051.425123	750.039415	106478.599190	9201.662554
392	go	11	go_nogo	0	0	40	0.642446	628.984660	2370.910050	979.046738	60908.922032	13462.653679
394	go	11	go_nogo	0	0	44	0.712072	622.535437	3541.956786	874.259607	145458.500040	22543.943509
395	go	11	go_nogo	0	0	46	0.742999	607.467570	1983.218430	817.588458	77039.554033	10644.540860
396	go	11	go_nogo	0	0	42	0.677470	587.290516	2340.299475	866.888239	57950.207364	12164.421895
397	nogo	11	go_nogo	0	0	39	0.627250	488.043090	2075.821792	778.067775	59628.608868	9181.180512
399	go	11	go_nogo	0	0	46	0.744791	591.975890	2770.315532	794.821807	60139.354252	11319.236998
400	go	11	go_nogo	0	0	49	0.792824	610.483487	2206.341864	770.011554	80038.668157	10377.022296
401	go	11	go_nogo	0	0	53	0.860691	599.344115	1847.116742	696.352250	72077.348873	7896.933596
402	go	11	go_nogo	0	0	53	0.859410	597.218992	2230.931565	694.917191	53580.976416	11904.730054
403	go	11	go_nogo	0	0	56	0.911206	600.271276	1497.956787	658.765647	39030.946308	10023.491406
404	go	11	go_nogo	0	0	40	0.642711	607.594501	1736.336910	945.362208	42908.364539	10004.799030
405	go	11	go_nogo	0	0	45	0.727709	622.435180	1626.120461	855.334926	56735.962524	11553.219785
406	nogo	11	go_nogo	0	0	47	0.760871	502.667386	1742.507663	660.647579	51234.490911	7791.300893
407	go	11	go_nogo	0	0	47	0.761073	587.122573	1755.527707	771.440955	79911.336871	10916.104048
408	go	11	go_nogo	0	0	59	0.961351	626.528346	1683.246429	651.716674	57031.585500	7461.536492
409	go	11	go_nogo	0	0	56	0.909413	662.464962	1452.411998	728.453607	40053.205377	8913.001375
410	nogo	11	go_nogo	0	0	48	0.774572	321.163336	1237.070615	414.633557	27151.950967	6634.011315
411	go	11	go_nogo	0	0	66	1.077684	602.769268	1502.981916	559.319277	53021.197189	9132.120893
412	nogo	11	go_nogo	0	0	48	0.774919	585.961663	2380.323129	756.158889	62276.080908	10179.453584
413	go	11	go_nogo	0	0	53	0.858859	598.519393	2009.588236	696.877441	48934.461118	11813.017463
414	go	11	go_nogo	0	0	67	1.093390	602.065190	1705.139791	550.640892	53216.130915	8547.318625
415	go	11	go_nogo	0	0	65	1.060119	613.310354	1730.594780	578.529835	47832.626518	8673.603364
416	go	11	go_nogo	0	0	52	0.843051	644.913343	2383.798293	764.975298	73405.518865	11264.472914
417	go	11	go_nogo	0	0	43	0.695759	617.037572	1792.007951	886.855067	81640.401539	10122.587637
418	nogo	11	go_nogo	0	0	35	0.558990	434.278769	2166.687971	776.898578	86458.252526	11895.334325
419	go	11	go_nogo	0	0	47	0.758285	581.670507	2661.240930	767.087328	60711.659375	9456.231810
420	nogo	11	go_nogo	0	0	42	0.677305	475.934377	1608.290136	702.688416	79643.185517	7404.768337
421	go	11	go_nogo	0	0	42	0.677672	567.946212	1696.866762	838.084595	90152.894452	10403.859562
422	go	11	go_nogo	0	0	52	0.844245	621.806416	1538.315960	736.523746	53218.612138	11246.968992
423	go	11	go_nogo	0	0	44	0.710520	628.612093	2319.746180	884.721429	63087.051769	12685.794030
424	go	11	go_nogo	0	0	56	0.912011	750.012656	2234.394077	822.372739	95799.310592	11319.063583
425	nogo	11	go_nogo	0	0	40	0.641556	453.094191	2152.795898	706.242401	126012.867486	10063.334193
426	go	11	go_nogo	0	0	47	0.760265	581.591288	1878.885874	764.985359	40954.816550	7412.097053
427	go	11	go_nogo	0	0	58	0.942790	601.447414	2346.320723	637.944202	55484.250982	7352.659259
428	go	11	go_nogo	0	0	46	0.742373	596.113173	2114.747722	802.983694	55606.541587	10518.396900
429	go	11	go_nogo	0	0	54	0.874579	599.474763	1931.952287	685.443654	75465.289641	10570.045189
430	nogo	11	go_nogo	0	0	37	0.592503	423.682171	2038.252129	715.071894	50782.656814	9222.408107
431	go	11	go_nogo	0	0	56	0.912288	599.004340	1508.359327	656.595874	31644.876642	7564.370093
432	go	11	go_nogo	0	0	55	0.892069	600.560376	1442.243999	673.222038	48750.750011	8247.383088
433	go	11	go_nogo	0	0	51	0.827079	654.172147	1905.020971	790.943047	93734.495292	10114.659843
434	go	11	go_nogo	0	0	65	1.058168	632.269667	1511.460501	597.513727	38441.328977	8100.998947
435	go	11	go_nogo	0	0	53	0.859816	586.820406	1839.921505	682.495491	110357.989270	8438.298361
436	go	11	go_nogo	0	0	54	0.878792	605.170368	2129.820175	688.638913	63452.198826	8837.054024
437	nogo	11	go_nogo	0	0	35	0.560893	436.035166	2322.254731	777.394142	103827.065339	17195.198873
438	go	11	go_nogo	0	0	44	0.708972	572.612226	2062.679167	807.665274	45459.246835	10132.260455
439	go	11	go_nogo	0	0	53	0.859902	609.590594	2148.926099	708.907302	53315.850847	10286.944683
440	go	11	go_nogo	0	0	49	0.793159	595.289017	1661.993221	750.529518	75223.873163	9328.096753
441	go	11	go_nogo	0	0	58	0.943104	611.517429	1943.699657	648.409533	36906.353889	7816.972112
442	go	11	go_nogo	0	0	60	0.975899	625.688618	1720.311144	641.141015	66148.594357	9918.891104
443	go	11	go_nogo	0	0	80	1.310094	648.556511	1552.768323	495.045708	35430.180169	6592.165998
444	nogo	11	go_nogo	0	0	36	0.574947	538.295790	2175.523596	936.252238	120407.073586	9932.988600
445	go	11	go_nogo	0	0	65	1.057594	572.232070	1946.597555	541.069753	68735.655263	9172.692308
446	nogo	11	go_nogo	0	0	35	0.560689	455.099815	1862.986661	811.679440	111784.341752	10456.400394
447	go	11	go_nogo	0	0	47	0.760350	635.701845	2370.148976	836.065206	55027.230654	9420.615137
448	go	11	go_nogo	0	0	43	0.693647	615.246597	2356.438515	886.973885	56021.824244	10937.086231
449	go	11	go_nogo	0	0	54	0.875720	606.339954	1542.353014	692.390052	48518.185112	10504.582269
450	go	11	go_nogo	0	0	47	0.763464	611.602469	1551.580475	801.089232	92729.659080	10289.050093
451	go	12	go_only	0	0	35	0.561413	621.279123	3201.414945	1106.634728	110811.646536	14379.303259
452	go	12	go_only	0	0	35	0.559773	606.305045	3349.106923	1083.127214	87997.734975	22030.160425
453	go	12	go_only	0	0	26	0.409881	587.173335	5618.804215	1432.545174	198561.920534	34799.645447
454	go	12	go_only	0	0	43	0.693372	596.135422	1839.877362	859.763128	108086.744538	8775.781232
455	go	12	go_only	0	0	39	0.625958	579.194351	3013.633237	925.292673	79246.436765	16166.931948
456	go	12	go_only	0	0	45	0.727839	588.786393	2338.349704	808.951753	96109.011186	10051.168553
457	go	12	go_only	0	0	53	0.859158	590.635276	2282.950085	687.458274	58855.871021	10659.677612
458	go	12	go_only	0	0	39	0.626751	606.078922	2812.107736	967.016926	60217.286718	13632.574290
459	go	12	go_only	0	0	39	0.627561	614.759732	2415.333850	979.602023	59078.465028	16286.824036
460	go	12	go_only	0	0	43	0.693724	603.350906	2710.141520	869.727971	114788.410616	15434.744223
461	go	12	go_only	0	0	36	0.576203	613.295112	3306.345428	1064.374079	91318.881294	15773.426097
462	go	12	go_only	0	0	45	0.726348	595.370689	2147.839824	819.677368	64184.087094	10026.049739
463	go	12	go_only	0	0	43	0.694602	658.883963	3385.544540	948.578103	88247.798945	14609.896947
464	go	12	go_only	0	0	50	0.812127	578.082227	2802.462221	711.812594	84475.986396	10755.455337
465	go	12	go_only	0	0	45	0.727798	581.133731	2244.110726	798.482176	99090.261480	10353.457068
466	go	12	go_only	0	0	56	0.910544	601.194402	1854.095642	660.258485	46201.961382	9504.175690
467	go	12	go_only	0	0	45	0.728716	617.446516	2042.211685	847.307012	44287.705689	9593.801708
468	go	12	go_only	0	0	47	0.761561	564.836096	1182.972432	741.682403	72459.416366	9343.864628
469	go	13	go_nogo	0	0	45	0.725960	605.050580	2129.292886	833.448464	46570.696077	9417.284747
470	go	13	go_nogo	0	0	52	0.842499	599.584685	2041.124877	711.674314	80317.582541	12576.746567
471	go	13	go_nogo	0	0	41	0.661601	618.040871	2059.195869	934.159095	85861.228522	17117.085368
472	go	13	go_nogo	0	0	90	1.478687	736.107624	3679.133654	497.811622	111928.356362	9281.301910
473	go	13	go_nogo	0	0	57	0.926519	592.193130	1641.522521	639.159531	44148.235844	9227.167821
474	nogo	13	go_nogo	0	0	33	0.526246	338.023253	1728.360049	642.329598	45685.821587	10093.105941
475	go	13	go_nogo	0	0	68	1.109012	593.882414	2542.419388	535.505658	98335.387941	9773.585144
476	go	13	go_nogo	0	0	66	1.076487	606.398167	1559.329945	563.312270	42153.085144	8028.214636
477	go	13	go_nogo	0	0	60	0.976369	610.211843	1616.036100	624.980763	50756.130498	8231.037896
479	go	13	go_nogo	0	0	55	0.895070	606.842922	1684.601722	677.983985	54132.163486	8154.305677
480	go	13	go_nogo	0	0	47	0.760653	603.984347	1621.685901	794.034108	86411.655118	8469.640460
481	nogo	13	go_nogo	0	0	34	0.545044	143.443138	842.794894	263.177364	20895.542215	5744.252055
482	go	13	go_nogo	0	0	66	1.078495	715.206692	3636.230230	663.152350	87061.177388	12565.171833
483	go	13	go_nogo	0	0	46	0.744410	622.156938	2187.343357	835.772431	82585.464068	11704.012014
484	go	13	go_nogo	0	0	64	1.041751	612.894986	1313.680335	588.331329	40758.551859	8292.850924
485	nogo	13	go_nogo	0	0	41	0.659009	367.885152	1764.427094	558.239528	76948.952168	10815.235651
486	go	13	go_nogo	0	0	55	0.894001	583.000710	1638.652415	652.125345	56376.888402	9999.522198
487	go	13	go_nogo	0	0	61	0.993499	591.452792	2097.089789	595.323167	48128.488538	8147.675184
488	go	13	go_nogo	0	0	50	0.810546	579.431383	2003.184794	714.865073	81401.900101	11867.027252
489	nogo	13	go_nogo	0	0	42	0.677552	441.483281	1688.750697	651.585925	54559.246564	9497.174997
490	go	13	go_nogo	0	0	59	0.960833	628.631082	1252.911877	654.256613	26372.998871	7642.889554
491	go	13	go_nogo	0	0	60	0.978082	596.259230	2084.726912	609.621212	88970.031835	10491.262047
492	go	13	go_nogo	0	0	87	1.427977	609.205761	954.229279	426.621609	26704.959960	5319.774461
494	go	13	go_nogo	0	0	47	0.761094	602.959652	1828.820658	792.227676	104644.624609	8878.818259
495	nogo	13	go_nogo	0	0	33	0.525147	320.040287	1317.905783	609.429790	27364.595211	8388.543362
496	go	13	go_nogo	0	0	62	1.011008	598.165111	2395.678592	591.652379	106428.447544	10756.472250
497	go	13	go_nogo	0	0	43	0.693472	606.150134	2040.430559	874.080437	70526.428251	12369.212130
498	go	13	go_nogo	0	0	58	0.944252	622.520402	1901.467063	659.273655	45224.573508	7431.345039
499	go	13	go_nogo	0	0	45	0.727265	575.541687	1625.351965	791.378336	66098.013263	12128.902889
500	go	13	go_nogo	0	0	68	1.111574	606.957637	1795.408089	546.034641	57685.497328	6107.432476
501	go	13	go_nogo	0	0	63	1.027007	568.258313	1508.696124	553.314721	50490.832198	7857.043099
502	go	13	go_nogo	0	0	44	0.709652	619.134529	1871.785369	872.447840	45593.799071	9925.250162
503	go	13	go_nogo	0	0	58	0.942015	618.537412	1531.641849	656.611349	56515.831604	8213.117101
504	nogo	13	go_nogo	0	0	35	0.559981	413.278550	2011.647020	738.022979	62613.815394	8949.904530
505	go	13	go_nogo	0	0	51	0.825740	710.918206	2467.639987	860.946690	69550.818395	10242.256087
506	go	13	go_nogo	0	0	49	0.793130	629.458560	2372.599099	793.638271	55645.629236	10255.723307
507	go	13	go_nogo	0	0	45	0.726919	590.810239	2150.872071	812.758825	50517.590692	10889.132455
508	nogo	13	go_nogo	0	0	40	0.644152	495.692890	2202.199588	769.527948	94964.174482	10304.135726
509	go	13	go_nogo	0	0	40	0.643059	595.834823	2390.356507	926.563228	56123.050398	11426.700335
510	go	13	go_nogo	0	0	38	0.610999	603.985346	2263.108980	988.521167	135866.972041	13428.528205
511	go	13	go_nogo	0	0	45	0.727957	580.649872	2278.202280	797.643530	55956.665794	11694.172294
512	go	13	go_nogo	0	0	48	0.775413	611.759574	2119.177677	788.946557	60941.393952	11631.157371
513	go	13	go_nogo	0	0	38	0.608211	613.260994	2637.560621	1008.303527	61023.174524	12696.431819
514	go	13	go_nogo	0	0	56	0.907872	577.403237	1540.629893	635.996165	59390.412184	11184.554990
515	nogo	13	go_nogo	0	0	42	0.677402	489.214802	1644.725718	722.192520	71752.450800	9089.315420
516	go	13	go_nogo	0	0	65	1.059138	586.436565	1712.366397	553.692309	46836.548535	8989.089071
517	nogo	13	go_nogo	0	0	42	0.677704	430.265848	1713.569167	634.887668	88487.971537	9054.624235
518	go	13	go_nogo	0	0	53	0.862049	636.526338	1436.107220	738.387739	36467.748213	8773.196084
519	go	13	go_nogo	0	0	56	0.910005	632.605392	2042.078820	695.167170	52464.931474	9028.908695
520	go	13	go_nogo	0	0	60	0.977415	635.356555	1509.290029	650.037722	66022.762724	10094.350068
521	go	13	go_nogo	0	0	53	0.859890	644.708842	1829.266594	749.757605	48213.832924	10661.634012
522	go	13	go_nogo	0	0	47	0.760851	621.033455	1720.769867	816.235744	44227.873093	12241.073807
523	go	13	go_nogo	0	0	59	0.960031	618.267097	1523.294215	644.007161	62268.105815	11983.688876
524	go	13	go_nogo	0	0	62	1.011747	602.175087	2032.498536	595.183526	49258.494892	8615.512628
525	nogo	13	go_nogo	0	0	51	0.826094	461.936426	2629.176454	559.181499	54757.796104	8516.201942
526	go	13	go_nogo	0	0	59	0.957424	641.420821	1748.649302	669.944723	77249.820311	9604.202227
527	nogo	13	go_nogo	0	0	40	0.644590	406.509816	1848.468918	630.648263	86505.283608	8384.589090
528	go	13	go_nogo	0	0	57	0.927332	604.228297	2000.973345	651.577102	48542.663422	8958.050953
529	go	14	go_nogo	0	0	36	0.578285	574.378729	2563.719273	993.245420	155743.158000	18074.737931
530	go	14	go_nogo	0	0	39	0.627635	646.080779	2137.735995	1029.388521	107106.945181	13475.230918
531	go	14	go_nogo	0	0	36	0.576621	592.572195	2929.550487	1027.663223	65418.462028	16104.868917
532	nogo	14	go_nogo	0	0	39	0.627188	468.500968	2337.026678	746.986856	61701.120687	10093.117200
533	go	14	go_nogo	0	0	66	1.077951	612.974996	2563.878537	568.648451	62455.630813	9495.138759
534	nogo	14	go_nogo	0	0	41	0.658848	415.530511	1727.393634	630.692050	32600.473559	7567.961977
535	go	14	go_nogo	0	0	55	0.893954	616.991937	1686.721650	690.183479	38465.820898	9040.989697
536	nogo	14	go_nogo	0	0	39	0.627676	378.869045	1518.145289	603.606264	81971.773162	8357.657280
537	go	14	go_nogo	0	0	54	0.877094	592.945456	1472.423786	676.033718	41441.395560	7868.471943
538	nogo	14	go_nogo	0	0	40	0.644838	396.119437	1363.480187	614.293044	26658.387147	6876.528396
539	go	14	go_nogo	0	0	41	0.659091	574.864769	1764.154870	872.208097	68507.151341	8680.047115
540	go	14	go_nogo	0	0	50	0.809534	615.413766	2067.382851	760.207624	41143.850646	10125.055317
541	go	14	go_nogo	0	0	51	0.826333	614.192349	1912.686802	743.275072	55574.262735	10316.986202
542	go	14	go_nogo	0	0	59	0.960950	612.922846	1833.470161	637.829979	41176.904492	8858.573988
543	go	14	go_nogo	0	0	61	0.993996	624.010229	1707.706378	627.779480	47130.170069	8441.142952
544	go	14	go_nogo	0	0	74	1.210508	605.520935	1611.919288	500.220639	27374.630229	5516.466704
545	go	14	go_nogo	0	0	63	1.027090	598.449275	1435.708207	582.664997	39594.677492	7843.058097
546	go	14	go_nogo	0	0	65	1.060358	623.977641	1496.038838	588.459519	67233.748232	6348.201422
547	go	14	go_nogo	0	0	42	0.677856	599.661057	2296.737022	884.643986	86736.848214	13470.982730
548	go	14	go_nogo	0	0	47	0.761246	611.037832	1763.633560	802.681068	42019.160438	8891.420438
