trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
210	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460874	1	stopped_early	0	0.460874	1
211	go	7	go_nogo	0	1	1	0.660117	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660117	1
212	go	7	go_nogo	0	1	1	0.776415	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.776415	1
213	go	7	go_nogo	0	1	1	0.629017	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.629017	1
214	go	7	go_nogo	0	1	1	0.645199	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.645199	1
215	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.461402	1	stopped_near_deadline	0	0.461402	1
216	go	7	go_nogo	0	1	1	0.661089	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661089	1
217	go	7	go_nogo	0	1	1	0.694974	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694974	1
218	go	7	go_nogo	0	1	1	0.627991	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627991	1
219	go	7	go_nogo	0	1	1	0.661591	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661591	1
220	go	7	go_nogo	0	1	1	0.712304	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.712304	1
221	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.444603	1	stopped_early	0	0.444603	1
222	go	7	go_nogo	0	1	1	0.594249	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594249	1
223	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.511630	1	stopped_early	0	0.511630	1
224	go	7	go_nogo	0	1	1	0.644416	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644416	1
225	go	7	go_nogo	0	1	1	0.710963	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710963	1
226	go	7	go_nogo	0	1	1	0.758851	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.758851	1
227	go	7	go_nogo	0	1	1	0.645809	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.645809	1
228	go	7	go_nogo	0	1	1	0.611525	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611525	1
229	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.410787	1	stopped_early	0	0.410787	1
230	go	7	go_nogo	0	1	1	0.695713	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695713	1
231	go	7	go_nogo	0	1	1	0.678087	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.678087	1
232	go	7	go_nogo	0	1	1	0.710479	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710479	1
233	go	7	go_nogo	0	1	1	0.628409	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628409	1
234	go	7	go_nogo	0	1	1	0.643239	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643239	1
235	go	7	go_nogo	0	1	1	0.711348	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711348	1
236	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.944427	1	stopped_near_deadline	0	0.944427	1
237	go	7	go_nogo	0	1	1	0.627661	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627661	1
238	go	7	go_nogo	0	1	1	0.777522	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777522	1
239	go	7	go_nogo	0	1	1	0.777861	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777861	1
240	go	7	go_nogo	0	1	1	0.695535	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695535	1
241	go	7	go_nogo	0	1	1	0.777702	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777702	1
242	go	7	go_nogo	0	1	1	0.693264	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693264	1
243	go	7	go_nogo	0	1	1	0.692480	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.692480	1
244	go	7	go_nogo	0	1	1	0.643401	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643401	1
245	go	7	go_nogo	0	1	1	0.677260	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677260	1
246	go	7	go_nogo	0	1	1	0.626714	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626714	1
247	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.558503	1	stopped_near_deadline	0	0.558503	1
248	go	7	go_nogo	0	1	1	0.626224	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626224	1
249	go	7	go_nogo	0	1	1	0.745404	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.745404	1
250	go	7	go_nogo	0	1	1	0.776524	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.776524	1
251	go	7	go_nogo	0	1	1	0.928066	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.928066	1
252	nogo	7	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.378248	1	stopped_early	0	0.378248	1
253	go	8	go_nogo	0	2	0	0.694880	0	0	0	0	0	0	1	1	0	0.611163	1	stopped_early	0	n/a	0
254	go	8	go_nogo	0	1	1	0.628594	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628594	1
255	go	8	go_nogo	0	1	1	0.593422	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593422	1
256	go	8	go_nogo	0	1	1	0.642856	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642856	1
257	go	8	go_nogo	0	1	1	0.660587	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660587	1
258	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.359705	1	stopped_early	0	0.359705	1
259	go	8	go_nogo	0	1	1	0.542590	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.542590	1
260	go	8	go_nogo	0	1	1	0.559745	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559745	1
261	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.426609	1	stopped_early	0	0.426609	1
262	go	8	go_nogo	0	1	1	0.610350	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610350	1
263	go	8	go_nogo	0	1	1	0.709241	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.709241	1
264	go	8	go_nogo	0	1	1	0.628177	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.628177	1
265	go	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
266	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.393078	1	stopped_early	0	0.393078	1
267	go	8	go_nogo	0	1	1	0.661851	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661851	1
268	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.394163	1	stopped_early	0	0.394163	1
269	go	8	go_nogo	0	1	1	0.660031	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660031	1
270	go	8	go_nogo	0	1	1	0.643648	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643648	1
271	go	8	go_nogo	0	1	1	0.742076	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742076	1
272	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.441114	1	stopped_early	0	0.441114	1
273	go	8	go_nogo	0	1	1	0.610362	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610362	1
274	go	8	go_nogo	0	1	1	0.760196	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.760196	1
275	go	8	go_nogo	0	1	1	0.776481	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.776481	1
276	go	8	go_nogo	0	1	1	0.709830	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.709830	1
277	go	8	go_nogo	0	1	1	0.727171	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.727171	1
278	go	8	go_nogo	0	1	1	0.695200	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695200	1
279	go	8	go_nogo	0	1	1	0.726011	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726011	1
280	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.392595	1	stopped_early	0	0.392595	1
281	go	8	go_nogo	0	1	1	0.609232	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609232	1
282	go	8	go_nogo	0	1	1	0.694848	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694848	1
283	go	8	go_nogo	0	1	1	0.577426	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577426	1
284	go	8	go_nogo	0	1	1	0.577993	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577993	1
285	go	8	go_nogo	0	1	1	0.626763	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626763	1
286	go	8	go_nogo	0	1	1	0.776296	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.776296	1
287	go	8	go_nogo	0	1	1	0.643288	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643288	1
288	go	8	go_nogo	0	1	1	0.627390	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627390	1
289	go	8	go_nogo	0	1	1	0.693972	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693972	1
290	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377749	1	stopped_near_deadline	0	0.377749	1
291	go	8	go_nogo	0	1	0	1.076286	0	0	0	0	0	0	1	1	0	0.509350	1	stopped_near_deadline	0	n/a	0
292	go	8	go_nogo	0	1	1	0.627592	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627592	1
293	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.493868	1	stopped_near_deadline	0	0.493868	1
294	go	8	go_nogo	0	1	1	0.743228	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.743228	1
295	go	8	go_nogo	0	1	1	0.795024	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.795024	1
296	go	8	go_nogo	0	1	1	0.710847	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710847	1
297	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460960	1	stopped_early	0	0.460960	1
298	go	8	go_nogo	0	1	1	0.611228	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611228	1
299	go	8	go_nogo	0	1	1	0.694730	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694730	1
300	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.395342	1	stopped_early	0	0.395342	1
301	go	8	go_nogo	0	1	1	0.709221	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.709221	1
302	go	8	go_nogo	0	1	1	0.676973	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676973	1
303	go	8	go_nogo	0	1	1	0.626290	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626290	1
304	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
305	go	8	go_nogo	0	1	1	0.742126	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742126	1
306	go	8	go_nogo	0	1	1	0.626677	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626677	1
307	go	8	go_nogo	0	1	1	0.660367	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660367	1
308	nogo	8	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.526883	1	stopped_early	0	0.526883	1
309	go	8	go_nogo	0	1	1	0.742371	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742371	1
310	go	8	go_nogo	0	1	1	0.877275	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.877275	1
311	go	8	go_nogo	0	1	1	0.812589	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.812589	1
312	go	8	go_nogo	0	1	1	0.810005	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.810005	1
313	go	9	go_only	0	1	1	0.559425	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559425	1
314	go	9	go_only	0	1	1	0.695204	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695204	1
315	go	9	go_only	0	1	1	0.710279	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710279	1
316	go	9	go_only	0	1	1	0.693596	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693596	1
317	go	9	go_only	0	1	1	0.794762	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.794762	1
318	go	9	go_only	0	1	1	0.643446	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643446	1
319	go	9	go_only	0	1	1	0.611784	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611784	1
320	go	9	go_only	0	1	1	0.609696	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.609696	1
321	go	9	go_only	0	1	1	0.629317	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.629317	1
322	go	9	go_only	0	1	1	0.645153	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.645153	1
323	go	9	go_only	0	1	1	0.658744	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.658744	1
324	go	9	go_only	0	1	1	0.709733	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.709733	1
325	go	9	go_only	0	1	1	0.693667	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693667	1
326	go	9	go_only	0	1	0	0.678280	0	0	0	0	0	0	1	1	0	0.678280	1	stopped_near_deadline	0	n/a	0
327	go	9	go_only	0	1	1	0.610271	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610271	1
328	go	9	go_only	0	1	1	0.629154	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.629154	1
329	go	9	go_only	0	1	1	0.627929	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627929	1
330	go	9	go_only	0	1	1	0.627691	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627691	1
331	go	10	go_nogo	0	1	1	0.611202	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611202	1
332	go	10	go_nogo	0	1	1	0.512108	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.512108	1
333	go	10	go_nogo	0	1	1	0.544190	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544190	1
334	go	10	go_nogo	0	1	1	0.462325	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.462325	1
335	go	10	go_nogo	0	1	1	0.643113	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643113	1
336	go	10	go_nogo	0	1	1	0.644118	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644118	1
337	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.427633	1	stopped_near_deadline	0	0.427633	1
338	go	10	go_nogo	0	1	1	0.678184	0	0	0	0	0	0	1	1	0	0.494493	1	stopped_early	0	0.678184	1
339	go	10	go_nogo	0	1	1	0.625515	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625515	1
340	go	10	go_nogo	0	1	1	0.694036	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694036	1
341	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.361820	1	stopped_early	0	0.361820	1
342	go	10	go_nogo	0	1	1	0.693182	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693182	1
343	go	10	go_nogo	0	1	1	0.660896	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660896	1
344	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460894	1	stopped_early	0	0.460894	1
345	go	10	go_nogo	0	1	1	0.776450	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.776450	1
346	go	10	go_nogo	0	1	1	0.693815	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693815	1
347	go	10	go_nogo	0	1	1	0.643551	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643551	1
348	go	10	go_nogo	0	1	1	0.577898	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577898	1
349	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377299	1	stopped_early	0	0.377299	1
350	go	10	go_nogo	0	1	1	0.625551	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625551	1
351	go	10	go_nogo	0	1	1	0.643346	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643346	1
352	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.443203	1	stopped_early	0	0.443203	1
353	go	10	go_nogo	0	1	1	0.627206	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627206	1
354	go	10	go_nogo	0	1	1	0.663159	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.663159	1
355	go	10	go_nogo	0	1	1	0.742952	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.742952	1
356	go	10	go_nogo	0	1	1	0.744509	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.744509	1
357	go	10	go_nogo	0	1	1	0.627579	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627579	1
358	go	10	go_nogo	0	1	1	0.726852	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726852	1
359	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.411163	1	stopped_early	0	0.411163	1
360	go	10	go_nogo	0	1	1	0.595244	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595244	1
361	go	10	go_nogo	0	1	1	0.626451	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626451	1
362	go	10	go_nogo	0	1	1	0.511706	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511706	1
363	go	10	go_nogo	0	1	1	0.695670	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.695670	1
364	go	10	go_nogo	0	1	1	0.692043	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.692043	1
365	go	10	go_nogo	0	1	1	0.643549	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643549	1
366	go	10	go_nogo	0	1	1	0.578275	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.578275	1
367	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_timeout	0	n/a	0
368	go	10	go_nogo	0	1	1	0.562168	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562168	1
369	go	10	go_nogo	0	1	1	0.610643	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610643	1
370	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.443836	1	stopped_early	0	0.443836	1
371	go	10	go_nogo	0	1	1	0.611135	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611135	1
372	go	10	go_nogo	0	1	1	0.627921	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627921	1
373	go	10	go_nogo	0	1	1	0.510942	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510942	1
374	go	10	go_nogo	0	1	1	0.778313	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.778313	1
375	go	10	go_nogo	0	1	1	0.660612	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660612	1
376	go	10	go_nogo	0	1	1	0.677091	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677091	1
377	go	10	go_nogo	0	1	1	0.710071	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710071	1
378	go	10	go_nogo	0	1	1	0.526445	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526445	1
379	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.410244	1	stopped_early	0	0.410244	1
380	go	10	go_nogo	0	1	1	0.711048	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711048	1
381	go	10	go_nogo	0	1	1	0.645148	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.645148	1
382	go	10	go_nogo	0	1	1	0.559827	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559827	1
383	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.444409	1	stopped_early	0	0.444409	1
384	go	10	go_nogo	0	1	1	0.561086	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561086	1
385	go	10	go_nogo	0	1	1	0.660936	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660936	1
386	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.393729	1	stopped_early	0	0.393729	1
387	go	10	go_nogo	0	1	1	0.661647	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.661647	1
388	go	10	go_nogo	0	1	1	0.627002	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627002	1
389	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.477602	1	stopped_early	0	0.477602	1
390	go	10	go_nogo	0	1	1	0.610182	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610182	1
391	go	11	go_nogo	0	1	1	0.595659	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595659	1
392	go	11	go_nogo	0	1	1	0.492326	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492326	1
393	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377962	1	stopped_early	0	0.377962	1
394	go	11	go_nogo	0	1	1	0.725175	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.725175	1
395	go	11	go_nogo	0	1	1	0.812128	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.812128	1
396	go	11	go_nogo	0	1	1	0.777490	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.777490	1
397	go	11	go_nogo	0	1	1	0.862200	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.862200	1
398	go	11	go_nogo	0	1	1	0.874209	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.874209	1
399	go	11	go_nogo	0	1	1	0.711617	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711617	1
400	go	11	go_nogo	0	1	1	0.811287	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.811287	1
401	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.444972	1	stopped_early	0	0.444972	1
402	go	11	go_nogo	0	1	1	0.693619	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693619	1
403	go	11	go_nogo	0	1	1	0.727006	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.727006	1
404	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.375723	1	stopped_near_deadline	0	0.375723	1
405	go	11	go_nogo	0	1	1	0.676185	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.676185	1
406	go	11	go_nogo	0	1	1	0.726056	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726056	1
407	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.474090	1	stopped_early	0	0.474090	1
408	go	11	go_nogo	0	1	1	0.726761	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726761	1
409	go	11	go_nogo	0	1	1	0.726107	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726107	1
410	go	11	go_nogo	0	1	1	0.744417	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.744417	1
411	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.542103	1	stopped_early	0	0.542103	1
412	go	11	go_nogo	0	1	1	0.925357	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.925357	1
413	go	11	go_nogo	0	1	1	0.778725	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.778725	1
414	go	11	go_nogo	0	1	1	0.660346	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.660346	1
415	go	11	go_nogo	0	1	1	0.794526	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.794526	1
416	go	11	go_nogo	0	1	1	0.675643	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.675643	1
417	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.427555	1	stopped_early	0	0.427555	1
418	go	11	go_nogo	0	1	1	0.794414	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.794414	1
419	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.575651	1	stopped_early	0	0.575651	1
420	go	11	go_nogo	0	1	1	0.726703	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.726703	1
421	go	11	go_nogo	0	1	1	0.793710	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.793710	1
422	go	11	go_nogo	0	1	1	0.710932	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710932	1
423	go	11	go_nogo	0	1	1	0.627373	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627373	1
424	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377094	1	stopped_early	0	0.377094	1
425	go	11	go_nogo	0	1	1	0.693516	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.693516	1
426	go	11	go_nogo	0	1	1	0.692498	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.692498	1
427	go	11	go_nogo	0	1	1	0.758746	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.758746	1
428	go	11	go_nogo	0	1	1	0.778218	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.778218	1
