trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
333	go	10	go_nogo	0	1	1	0.494988	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494988	1
334	go	10	go_nogo	0	1	1	0.494382	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494382	1
335	go	10	go_nogo	0	1	1	0.627658	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.627658	1
336	go	10	go_nogo	0	1	1	0.612218	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.612218	1
337	go	10	go_nogo	0	1	1	0.577023	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577023	1
338	go	10	go_nogo	0	1	1	0.494279	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494279	1
339	go	10	go_nogo	0	1	1	0.943366	0	0	0	0	0	0	1	1	0	0.443256	1	stopped_early	0	0.943366	1
340	go	10	go_nogo	0	1	1	0.511705	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511705	1
341	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.361009	1	stopped_early	0	0.361009	1
342	go	10	go_nogo	0	1	1	0.643640	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643640	1
343	go	10	go_nogo	0	1	1	0.461020	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461020	1
344	go	10	go_nogo	0	1	1	1.060871	0	0	0	0	0	0	1	1	0	0.444134	1	stopped_early	0	1.060871	1
345	go	10	go_nogo	0	1	1	0.478201	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478201	1
346	go	10	go_nogo	0	1	1	0.493669	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493669	1
347	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.460637	1	stopped_early	0	0.460637	1
348	go	10	go_nogo	0	1	1	0.525759	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.525759	1
349	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.376861	1	stopped_early	0	0.376861	1
350	go	10	go_nogo	0	1	1	0.595463	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595463	1
351	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.427779	1	stopped_early	0	0.427779	1
352	go	10	go_nogo	0	1	1	0.494550	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494550	1
353	go	10	go_nogo	0	1	1	0.559279	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559279	1
354	go	10	go_nogo	0	1	1	0.710137	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710137	1
355	go	10	go_nogo	0	1	1	0.526823	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526823	1
356	go	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
357	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377960	1	stopped_early	0	0.377960	1
358	go	10	go_nogo	0	1	1	0.644386	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644386	1
359	go	10	go_nogo	0	1	1	0.694469	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694469	1
360	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.409747	1	stopped_early	0	0.409747	1
361	go	10	go_nogo	0	1	1	0.593187	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593187	1
362	go	10	go_nogo	0	1	1	0.677975	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677975	1
363	go	10	go_nogo	0	1	1	1.061337	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.061337	1
364	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.392864	1	stopped_early	0	0.392864	1
365	go	10	go_nogo	0	1	1	0.527394	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527394	1
366	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.427598	1	stopped_early	0	0.427598	1
367	go	10	go_nogo	0	1	1	0.494566	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494566	1
368	go	10	go_nogo	0	1	1	0.576033	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576033	1
369	go	10	go_nogo	0	1	1	0.644975	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644975	1
370	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.393460	1	stopped_early	0	0.393460	1
371	go	10	go_nogo	0	1	1	0.461382	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461382	1
372	go	10	go_nogo	0	1	1	0.511458	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511458	1
373	go	10	go_nogo	0	1	1	0.545898	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545898	1
374	go	10	go_nogo	0	1	1	0.595391	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595391	1
375	go	10	go_nogo	0	1	1	0.610730	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610730	1
376	go	10	go_nogo	0	1	1	0.461619	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461619	1
377	go	10	go_nogo	0	1	1	0.594454	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594454	1
378	go	10	go_nogo	0	1	1	0.511695	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511695	1
379	go	10	go_nogo	0	1	1	0.478866	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478866	1
380	go	10	go_nogo	0	1	1	0.577232	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577232	1
381	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.376755	1	stopped_early	0	0.376755	1
382	go	10	go_nogo	0	1	1	0.594016	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594016	1
383	nogo	10	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.394294	1	stopped_early	0	0.394294	1
384	go	10	go_nogo	0	1	1	0.544478	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544478	1
385	go	10	go_nogo	0	1	1	0.678061	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.678061	1
386	go	10	go_nogo	0	1	1	0.561125	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561125	1
387	go	10	go_nogo	0	1	1	0.544845	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544845	1
388	go	10	go_nogo	0	1	1	0.495194	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495194	1
389	go	10	go_nogo	0	1	1	0.478478	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478478	1
390	go	10	go_nogo	0	1	1	0.560572	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560572	1
391	go	11	go_nogo	0	1	1	0.477139	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477139	1
392	go	11	go_nogo	0	1	1	0.544457	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544457	1
393	go	11	go_nogo	0	2	0	0.394637	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
394	go	11	go_nogo	0	1	1	0.544975	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544975	1
395	go	11	go_nogo	0	1	1	0.595789	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595789	1
396	go	11	go_nogo	0	1	1	0.509737	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509737	1
397	go	11	go_nogo	0	1	1	0.677016	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.677016	1
398	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377785	1	stopped_early	0	0.377785	1
399	go	11	go_nogo	0	1	1	0.427985	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427985	1
400	go	11	go_nogo	0	1	1	0.493546	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493546	1
401	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.327377	1	stopped_early	0	0.327377	1
402	go	11	go_nogo	0	1	1	0.844104	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.844104	1
403	go	11	go_nogo	0	1	1	0.496805	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.496805	1
404	go	11	go_nogo	0	1	1	0.443428	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443428	1
405	go	11	go_nogo	0	1	1	0.444300	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444300	1
406	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.426002	1	stopped_early	0	0.426002	1
407	go	11	go_nogo	0	1	1	0.594813	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594813	1
408	go	11	go_nogo	0	1	1	0.711342	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.711342	1
409	go	11	go_nogo	0	1	1	0.493092	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493092	1
410	go	11	go_nogo	0	1	1	0.560804	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.560804	1
411	go	11	go_nogo	0	1	1	0.594407	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594407	1
412	go	11	go_nogo	0	1	1	0.543897	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543897	1
413	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.710185	1	stopped_early	0	0.710185	1
414	go	11	go_nogo	0	1	1	0.528060	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528060	1
415	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.375864	1	stopped_early	0	0.375864	1
416	go	11	go_nogo	0	1	1	0.526629	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526629	1
417	go	11	go_nogo	0	1	1	0.494062	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494062	1
418	go	11	go_nogo	0	1	1	0.644247	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644247	1
419	go	11	go_nogo	0	1	1	0.461589	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461589	1
420	go	11	go_nogo	0	1	1	0.577390	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577390	1
421	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.375495	1	stopped_early	0	0.375495	1
422	go	11	go_nogo	0	1	1	0.559929	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559929	1
423	go	11	go_nogo	0	1	1	0.511155	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511155	1
424	go	11	go_nogo	0	1	1	0.495593	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495593	1
425	go	11	go_nogo	0	1	1	0.561921	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561921	1
426	go	11	go_nogo	0	1	1	0.459818	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459818	1
427	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.344894	1	stopped_early	0	0.344894	1
428	go	11	go_nogo	0	1	1	0.460771	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460771	1
429	go	11	go_nogo	0	2	0	0.511177	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
430	go	11	go_nogo	0	1	1	0.544573	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544573	1
431	go	11	go_nogo	0	1	1	0.477902	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477902	1
432	go	11	go_nogo	0	1	1	0.427031	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427031	1
433	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.375814	1	stopped_early	0	0.375814	1
434	go	11	go_nogo	0	1	1	0.710445	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710445	1
435	go	11	go_nogo	0	1	1	0.444659	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444659	1
436	go	11	go_nogo	0	1	1	0.411539	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.411539	1
437	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377514	1	stopped_early	0	0.377514	1
438	go	11	go_nogo	0	1	1	0.592926	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.592926	1
439	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.409264	1	stopped_early	0	0.409264	1
440	go	11	go_nogo	0	1	1	0.593770	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.593770	1
441	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.361077	1	stopped_early	0	0.361077	1
442	go	11	go_nogo	0	1	1	0.528558	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528558	1
443	go	11	go_nogo	0	1	1	0.459926	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459926	1
444	go	11	go_nogo	0	1	1	0.510634	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510634	1
445	go	11	go_nogo	0	1	1	0.492848	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492848	1
446	go	11	go_nogo	0	1	1	0.494299	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494299	1
447	go	11	go_nogo	0	1	1	0.494762	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494762	1
448	go	11	go_nogo	0	1	1	0.494388	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494388	1
449	go	11	go_nogo	0	1	1	0.476071	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476071	1
450	nogo	11	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
451	go	12	go_only	0	1	1	0.561334	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561334	1
452	go	12	go_only	0	1	1	0.676619	0	0	0	0	0	0	1	1	0	0.442730	1	stopped_early	0	0.676619	1
453	go	12	go_only	0	1	1	0.444251	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444251	1
454	go	12	go_only	0	1	1	0.394565	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.394565	1
455	go	12	go_only	0	1	1	0.594049	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594049	1
456	go	12	go_only	0	1	1	0.510124	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510124	1
457	go	12	go_only	0	1	1	0.530121	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.530121	1
458	go	12	go_only	0	1	1	0.526649	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526649	1
459	go	12	go_only	0	1	1	0.460137	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460137	1
460	go	12	go_only	0	1	1	0.544984	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544984	1
461	go	12	go_only	0	1	1	0.562871	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.562871	1
462	go	12	go_only	0	1	1	0.494860	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494860	1
463	go	12	go_only	0	1	1	0.443946	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443946	1
464	go	12	go_only	0	1	1	0.460545	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460545	1
465	go	12	go_only	0	1	1	0.511585	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511585	1
466	go	12	go_only	0	1	1	0.528257	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528257	1
467	go	12	go_only	0	1	1	0.510646	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510646	1
468	go	12	go_only	0	1	1	0.460762	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460762	1
469	go	13	go_nogo	0	1	1	0.492582	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.492582	1
470	go	13	go_nogo	0	1	1	0.429132	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.429132	1
471	go	13	go_nogo	0	1	1	0.459985	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459985	1
472	go	13	go_nogo	0	1	1	0.461755	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461755	1
473	go	13	go_nogo	0	1	1	0.694747	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.694747	1
474	go	13	go_nogo	0	1	1	0.526549	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526549	1
475	go	13	go_nogo	0	1	1	0.646130	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.646130	1
476	go	13	go_nogo	0	1	1	0.460310	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460310	1
477	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377749	1	stopped_early	0	0.377749	1
478	go	13	go_nogo	0	1	1	0.511442	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511442	1
479	go	13	go_nogo	0	1	1	0.528423	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528423	1
480	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.409283	1	stopped_early	0	0.409283	1
481	go	13	go_nogo	0	1	1	0.544591	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544591	1
482	go	13	go_nogo	0	1	1	0.596125	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.596125	1
483	go	13	go_nogo	0	1	1	0.561606	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561606	1
484	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377372	1	stopped_early	0	0.377372	1
485	go	13	go_nogo	0	1	1	0.778366	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.778366	1
486	go	13	go_nogo	0	1	1	0.594678	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.594678	1
487	go	13	go_nogo	0	1	1	0.527584	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527584	1
488	go	13	go_nogo	0	1	1	0.461675	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461675	1
489	go	13	go_nogo	0	1	1	0.461050	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461050	1
490	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.478222	1	stopped_early	0	0.478222	1
491	go	13	go_nogo	0	1	1	0.444351	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444351	1
492	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.408971	1	stopped_early	0	0.408971	1
493	go	13	go_nogo	0	1	1	0.610095	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610095	1
494	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.411423	1	stopped_early	0	0.411423	1
495	go	13	go_nogo	0	1	1	0.511357	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511357	1
496	go	13	go_nogo	0	1	1	0.625995	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.625995	1
497	go	13	go_nogo	0	1	1	0.710332	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.710332	1
498	go	13	go_nogo	0	1	1	0.544154	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544154	1
499	go	13	go_nogo	0	1	1	0.643449	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643449	1
500	go	13	go_nogo	0	1	1	0.477914	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477914	1
501	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.377235	1	stopped_early	0	0.377235	1
502	go	13	go_nogo	0	1	1	0.494516	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494516	1
503	go	13	go_nogo	0	1	1	0.478104	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478104	1
504	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.361125	1	stopped_early	0	0.361125	1
505	go	13	go_nogo	0	1	1	0.444726	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444726	1
506	go	13	go_nogo	0	1	1	0.461476	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461476	1
507	go	13	go_nogo	0	1	1	0.577961	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577961	1
508	go	13	go_nogo	0	1	1	0.528509	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528509	1
509	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.445178	1	stopped_early	0	0.445178	1
510	go	13	go_nogo	0	1	1	0.527920	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.527920	1
511	go	13	go_nogo	0	1	1	0.443455	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443455	1
512	go	13	go_nogo	0	1	1	0.426743	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.426743	1
513	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.445048	1	stopped_early	0	0.445048	1
514	go	13	go_nogo	0	2	0	0.424720	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
515	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.376529	1	stopped_early	0	0.376529	1
516	go	13	go_nogo	0	1	1	0.576430	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576430	1
517	go	13	go_nogo	0	1	1	0.443427	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.443427	1
518	go	13	go_nogo	0	1	1	0.509285	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509285	1
519	nogo	13	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.360221	1	stopped_early	0	0.360221	1
520	go	13	go_nogo	0	1	1	0.460760	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460760	1
521	go	13	go_nogo	0	1	1	0.643862	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.643862	1
522	go	13	go_nogo	0	1	1	0.476117	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476117	1
523	go	13	go_nogo	0	1	1	0.512391	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.512391	1
524	go	13	go_nogo	0	1	1	0.460427	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460427	1
525	go	13	go_nogo	0	1	1	0.561435	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561435	1
526	go	13	go_nogo	0	1	1	0.477918	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477918	1
527	go	13	go_nogo	0	1	1	0.610315	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.610315	1
528	go	13	go_nogo	0	1	1	0.510072	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510072	1
529	go	14	go_nogo	0	1	1	0.509084	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509084	1
530	go	14	go_nogo	0	1	1	0.511203	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511203	1
531	go	14	go_nogo	0	1	1	0.478097	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478097	1
532	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.394039	1	stopped_early	0	0.394039	1
533	go	14	go_nogo	0	1	1	0.544939	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544939	1
534	go	14	go_nogo	0	1	1	0.493154	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493154	1
535	go	14	go_nogo	0	1	1	0.611133	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611133	1
536	go	14	go_nogo	0	1	1	0.509655	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509655	1
537	go	14	go_nogo	0	1	1	0.710884	0	0	0	0	0	0	1	1	0	0.410723	1	stopped_early	0	0.710884	1
538	go	14	go_nogo	0	1	1	0.510204	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510204	1
539	go	14	go_nogo	0	1	1	0.595144	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.595144	1
540	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.343041	1	stopped_early	0	0.343041	1
541	go	14	go_nogo	0	1	1	0.478742	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.478742	1
542	go	14	go_nogo	0	1	1	0.559972	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559972	1
543	nogo	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	0.576017	1	stopped_early	0	0.576017	1
544	go	14	go_nogo	0	1	1	0.510924	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.510924	1
545	go	14	go_nogo	0	1	1	0.445585	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.445585	1
546	go	14	go_nogo	0	1	1	0.427449	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427449	1
547	go	14	go_nogo	0	1	1	0.611240	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.611240	1
548	go	14	go_nogo	0	1	1	0.511232	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511232	1
549	go	14	go_nogo	0	1	1	0.529286	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.529286	1
550	go	14	go_nogo	0	0	0	n/a	0	0	0	0	0	0	0	0	0	n/a	0	no_stop_early	0	n/a	0
551	go	14	go_nogo	0	1	1	0.461412	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461412	1
